Please evaluate and grade it.,الرجاء تقييمه ووضع الدرجة.
designed as a learning path to guide your progress. You may take the courses in any order that suits you., مصمم كمسار تعليمي لتوجيه تقدمك. يمكنك أخذ الدورات بأي ترتيب يناسبك. 
"designed as a structured learning path to guide your progress. Courses in this program must be taken in order, and each course will unlock as you complete the previous one.", مصمم كمسار تعليمي منظم لتوجيه تقدمك. يجب أخذ دورات هذا البرنامج بالترتيب، وستُفتح كل دورة عند إكمال السابقة. 
to, إلى 
you are on a, أنت على
A course cannot have both paid certificate and certificate of completion.,لا يمكن أن تحتوي الدورة على شهادة مدفوعة وشهادة إتمام معاً.
A new batch '{0}' has been published that might interest you. Check it out!,تم نشر دفعة جديدة '{0}' قد تهمك. تفقدها!
A new batch has been published on,تم نشر دفعة جديدة في 
A new course '{0}' has been published that might interest you. Check it out!,تم نشر دورة جديدة '{0}' قد تهمك. تفقدها!
A new course has been published on,تم نشر دورة جديدة في 
A new course has been published on {0},تم نشر دورة جديدة على {0}
A short summary of the course for search results.,ملخص قصير للدورة لنتائج البحث.
About,حول
About this course,حول هذه الدورة
Accept Payment,قبول الدفع
Acceptance for Terms and/or Policies,الموافقة على الشروط و/أو السياسات
"Access courses, join batches, and track learning progress",الوصول إلى الدورات، والانضمام إلى الدفعات، وتتبع التقدم التعليمي
Account ID,معرف الحساب
Account Name,اسم الحساب
Achievements,الإنجازات
Activate this Google Meet account for scheduling meetings.,تفعيل حساب Google Meet هذا لجدولة الاجتماعات.
Activate this Zoom account for scheduling meetings.,تفعيل حساب Zoom هذا لجدولة الاجتماعات.
Active Members,الأعضاء النشطون
Add,إضافة
Add Chapter,إضافة فصل
Add Course to Program,إضافة دورة إلى البرنامج
Add Lesson,إضافة درس
Add New Member,إضافة عضو جديد
Add Option,إضافة خيار
Add Possibility,إضافة احتمال
Add Question,إضافة سؤال
Add Quiz to Video,إضافة اختبار إلى الفيديو
Add Row,إضافة صف
Add Slot,إضافة موعد
Add Test Case,إضافة حالة اختبار
Add a Chapter,إضافة فصل
Add a Lesson,إضافة درس
Add a chapter,إضافة فصل
Add a course to the batch,إضافة دورة إلى الدفعة
Add a lesson,إضافة درس
Add a program,إضافة برنامج
Add a programming exercise to your lesson,إضافة تمرين برمجي إلى درسك
Add a question to get started.,أضف سؤالاً للبدء.
Add a quiz to your lesson,إضافة اختبار إلى درسك
Add a {0} before saving.,أضف {0} قبل الحفظ.
Add an assessment,إضافة تقييم
Add an assignment to your lesson,إضافة واجب إلى درسك
Add at least one possible answer for this question: {0},أضف إجابة محتملة واحدة على الأقل لهذا السؤال: {0}
Add at least one {0} before saving.,أضف {0} واحدًا على الأقل قبل الحفظ.
Add courses to your batch,إضافة دورات إلى دفعتك
Add new question,إضافة سؤال جديد
Add one to get started.,أضف واحداً للبدء.
Add quiz to this video,إضافة اختبار إلى هذا الفيديو
Add students to the batch to make an announcement,أضف طلاباً إلى الدفعة لعمل إعلان
Add students to your batch,أضف طلاباً إلى دفعتك
Add tag,إضافة علامة
Add to Notes,إضافة إلى الملاحظات
Add web page to sidebar,إضافة صفحة ويب إلى الشريط الجانبي
Add your first chapter,أضف فصلك الأول
Add your first lesson,أضف درسك الأول
Address,العنوان
Address Line 1,سطر العنوان 1
Address Line 2,سطر العنوان 2
Admin,المسؤول
Administrator,مدير النظام
Align center,محاذاة للوسط
Align left,محاذاة لليسار
Align right,محاذاة لليمين
All,الكل
All Batches,جميع الدفعات
All Courses,جميع الدورات
All Programs,جميع البرامج
All questions should have the same marks if the limit is set.,جميع الأسئلة يجب أن يكون لها نفس الدرجات إذا تم تعيين الحد.
Allow Guest Access,السماح للزوار بالوصول
Allow Job Posting,السماح بنشر الوظائف
Allow Self Enrollment,السماح بالتسجيل الذاتي
Allow accessing future dates,السماح بالوصول إلى التواريخ المستقبلية
Allow this badge to be awarded to learners.,السماح بمنح هذه الشارة للمتعلمين.
Allow this coupon to be used for discounts.,السماح باستخدام هذه القسيمة للخصومات.
Allow users to enroll in this batch on their own.,السماح للمستخدمين بالتسجيل في هذه الدفعة بأنفسهم.
Allow users to view their past quiz attempts.,السماح للمستخدمين بعرض محاولات الاختبار السابقة.
Already Registered,مسجل بالفعل
Also teaching,يقوم بالتدريس أيضاً
Amber,العنبر
Amount,المبلغ
Amount (USD),المبلغ (بالدولار)
Amount Based On Field,المبلغ بناءً على الحقل
Amount Field,حقل المبلغ
Amount and currency are required for paid batches.,المبلغ والعملة مطلوبان للدفعات المدفوعة.
Amount and currency are required for paid certificates.,المبلغ والعملة مطلوبان للشهادات المدفوعة.
Amount and currency are required for paid courses.,المبلغ والعملة مطلوبان للدورات المدفوعة.
Amount must be a positive number for {0}.,يجب أن يكون المبلغ رقمًا موجبًا لـ {0}.
Amount with GST,المبلغ مع ضريبة السلع والخدمات
Announcement,إعلان
Announcement has been sent successfully,تم إرسال الإعلان بنجاح
Announcement is required,الإعلان مطلوب
Announcements,الإعلانات
Answer,الإجابة
Appears in the left sidebar. Recommended size is 32x32 px in PNG or SVG,يظهر في الشريط الجانبي الأيسر. الحجم الموصى به 32x32 بكسل بصيغة PNG أو SVG
Appears next to the title in your browser tab. Recommended size is 32x32 px in PNG or ICO,يظهر بجانب العنوان في علامة تبويب المتصفح. الحجم الموصى به 32x32 بكسل بصيغة PNG أو ICO
Applicable For,صالح لـ
Applicable Items,العناصر الصالحة
Application,الطلب
Applications,الطلبات
Applied On,تم التطبيق
Apply,تطبيق
Apply GST for India,تطبيق ضريبة السلع والخدمات للهند
Apply Rounding on Equivalent,تطبيق التقريب على المعادل
Approved,تمت الموافقة
Apps,التطبيقات
Archived,مؤرشف
Are you sure you want to cancel this evaluation? This action cannot be undone.,هل أنت متأكد من رغبتك في إلغاء هذا التقييم؟ لا يمكن التراجع عن هذا الإجراء.
"Are you sure you want to clear the demo data? This would delete the course ""A guide  to Frappe Learning"" along with all its associated data. This action cannot be undone.","هل أنت متأكد من رغبتك في مسح البيانات التجريبية؟ سيؤدي هذا إلى حذف دورة ""دليل فرابي للتعلم"" بكل بياناتها المرتبطة. لا يمكن التراجع عن هذا الإجراء."
Are you sure you want to delete this program? This action cannot be undone.,هل أنت متأكد من رغبتك في حذف هذا البرنامج؟ لا يمكن التراجع عن هذا الإجراء.
Are you sure you want to enroll?,هل أنت متأكد من رغبتك في التسجيل؟
Are you sure you want to login to your Frappe Cloud dashboard?,هل أنت متأكد من رغبتك في تسجيل الدخول إلى لوحة تحكم Frappe Cloud؟
Are you sure you want to submit the quiz?,هل أنت متأكد من رغبتك في تقديم الاختبار؟
As a part of this batch's curriculum you will have to complete the following courses and assessments.,كجزء من منهج هذه الدفعة، ستحتاج إلى إكمال الدورات والتقييمات التالية.
Ask a question to get help from the community.,اطرح سؤالاً للحصول على مساعدة من المجتمع.
Assessment,التقييم
Assessment Name,اسم التقييم
Assessment Type,نوع التقييم
Assessment added successfully,تمت إضافة التقييم بنجاح
Assessment {0} has already been added to this batch.,التقييم {0} تمت إضافته بالفعل إلى هذه الدفعة.
Assessments,التقييمات
Assign,عين
Assign For,تعيين لـ
Assign To,تكليف إلى
Assign a Badge,تعيين شارة
Assigned For,تم التعيين لـ
Assignment,الواجب
Assignment Attachment,مرفق الواجب
Assignment Progress,تقدم الواجب
Assignment Submission,تقديم الواجب
Assignment Submissions,تقديمات الواجبات
Assignment Title,عنوان الواجب
Assignment created successfully,تم إنشاء الواجب بنجاح
Assignment for Lesson {0} by {1} already exists.,الواجب للدرس {0} بواسطة {1} موجود بالفعل.
Assignment submitted successfully,تم تقديم الواجب بنجاح
Assignment updated successfully,تم تحديث الواجب بنجاح
Assignment will appear at the bottom of the lesson.,سيظهر الواجب في أسفل الدرس.
Assignments,تعيينات
Assignments deleted successfully,تم حذف الواجبات بنجاح
At least one applicable item is required,مطلوب عنصر صالح واحد على الأقل
At least one option must be correct for this question.,يجب أن يكون خيار واحد على الأقل صحيحاً لهذا السؤال.
At least one test case is required for the programming exercise.,مطلوب حالة اختبار واحدة على الأقل للتمرين البرمجي.
Attempted Questions,الأسئلة التي تمت محاولتها
Attendance for Class - {0},حضور الفصل - {0}
Attended for,حضر لـ
Attendees,الحضور
Attire Preference,تفضيل الملابس
Authorize Google Calendar Access,تخويل الوصول إلى تقويم Google
Auto Recording,تسجيل تلقائي
Auto-filled based on the sum of all questions' marks.,يُعبأ تلقائيًا بناءً على مجموع درجات جميع الأسئلة.
Availability updated successfully,تم تحديث التوفر بنجاح
Available Slots,المواعيد المتاحة
Average Completion Rate,متوسط معدل الإتمام
Average Feedback Received,متوسط التقييمات المستلمة
Average Progress %,متوسط التقدم %
Average Rating,متوسط التقييم
Average Watch Time (mins),متوسط وقت المشاهدة (بالدقائق)
Back to Course,العودة إلى الدورة
Badge,الشارة
Badge Description,وصف الشارة
Badge Image,صورة الشارة
Badge assigned successfully,تم تعيين الشارة بنجاح
Badge assignment created successfully,تم إنشاء تعيين الشارة بنجاح
Badge assignment updated successfully,تم تحديث تعيين الشارة بنجاح
Badge assignments deleted successfully,تم حذف تعيينات الشارة بنجاح
Badge created successfully,تم إنشاء الشارة بنجاح
Badge deleted successfully,تم حذف الشارة بنجاح
Badge updated successfully,تم تحديث الشارة بنجاح
Badge {0} has already been assigned to this {1}.,الشارة {0} تم تعيينها بالفعل لهذا {1}.
Badge {0} not found,الشارة {0} غير موجودة
Batch,الدفعة
Batch Confirmation Template,قالب تأكيد الدفعة
Batch Course,دورة الدفعة
Batch Details,تفاصيل الدفعة
Batch Details Raw,تفاصيل الدفعة الخام
Batch End Date,تاريخ انتهاء الدفعة
Batch Enrollment,التسجيل في الدفعة
Batch Enrollment Confirmation,تأكيد التسجيل في الدفعة
Batch Evaluator,مقيم الدفعة
Batch Name,اسم الدفعة
Batch Settings,إعدادات الدفعة
Batch Start Date,تاريخ بدء الدفعة
Batch Start Date:,تاريخ بدء الدفعة:
Batch Summary,ملخص الدفعة
Batch Title,عنوان الدفعة
Batch created successfully,تم إنشاء الدفعة بنجاح
Batch deleted successfully,تم حذف الدفعة بنجاح
Batch end date cannot be before the batch start date,لا يمكن أن يكون تاريخ انتهاء الدفعة قبل تاريخ بدء الدفعة
Batch has already started.,بدأت الدفعة بالفعل.
Batch is sold out.,الدُفعة ممتلئة بالكامل.
Batch overview,نظرة عامة على الدفعة
Batch published,تم نشر الدفعة
Batch start time cannot be greater than or equal to end time.,لا يمكن أن يكون وقت بدء الدفعة أكبر من أو يساوي وقت الانتهاء.
Batch unpublished,تم إلغاء نشر الدفعة
Batch updated successfully,تم تحديث الدفعة بنجاح
Batch:,الدفعة:
Batches,الدفعات
Best Regards,مع أطيب التحيات
Billing Details,تفاصيل الفوترة
Billing Name,اسم الفوترة
Bio,نبذة
Blue,أزرق
Body,المحتوى
Book a free onboarding session with the Frappe team,احجز جلسة تعريفية مجانية مع فريق Frappe
Branch,الفرع
Brand Logo,شعار العلامة التجارية
Brand Name,اسم العلامة التجارية
Brand Settings,إعدادات العلامة التجارية
"Build and manage courses, chapters, and lessons",بناء وإدارة الدورات والفصول والدروس
Business Owner,صاحب العمل
Business Owner / Team Lead,صاحب العمل / قائد الفريق
Button Help,مساعدة الزر
Button Label,تسمية الزر
Buy this course,شراء هذه الدورة
By,بواسطة
CGPA/4,المعدل التراكمي/4
Cancel,إلغاء
Cancelled,ملغي
Cannot search for roles: {0},لا يمكن البحث عن الأدوار: {0}
Career Preference Details,تفاصيل التفضيلات المهنية
Category,فئة
Category Name,اسم التصنيف
Category added successfully,تمت إضافة الفئة بنجاح
Category created successfully,تم إنشاء الفئة بنجاح
Category deleted successfully,تم حذف الفئة بنجاح
Category updated successfully,تم تحديث الفئة بنجاح
Certificate,الشهادة
Certificate Email Template,قالب البريد الإلكتروني للشهادة
Certificate Link,رابط الشهادة
Certificate of completion,شهادة إتمام
Certificate price,سعر الشهادة
Certificate saved successfully,تم حفظ الشهادة بنجاح
Certificates,الشهادات
Certificates generated successfully,تم إنشاء الشهادات بنجاح
